instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
531,22206227,0.2,6,2,2,homogeneous,log_uniform,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.5912488579477859, 1.177978127355201, 1.045342380308801, 1.5779090462590564, 0.9051656187528427, 0.7023559693763128]",3.0120929105125755,3.0120929105125755,3.0120929105125755,3.0120929105125755,3.0120929105125778,1.0,1.0,1.0000000000000007,0.9999999999999992,1.0,0.004431708017364144,0.005410459008999169,15,13,"[1, 2, 4, 8, 16, 32, 33, 6, 24]","[1, 2, 4, 8, 10, 16, 20, 32, 33]"
532,22206228,0.2,6,2,2,homogeneous,log_uniform,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.2150872092662917, 0.6233682372539396, 1.6419067946593193, 0.6748711881452631, 2.0219894549697357, 0.8227771157054498]",3.360800262644848,3.320188454393582,3.320188454393582,3.320188454393582,3.303388514227055,0.9879160303863742,1.0,0.9829172387731809,1.0050856688803549,1.0,0.005535959033295512,0.0058929999941028655,15,15,"[1, 2, 4, 8, 16, 32, 3, 20, 40]","[1, 2, 3, 4, 8, 16, 20, 32, 40]"
533,22206229,0.2,6,2,2,homogeneous,log_uniform,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.36364075640452803, 0.24093510145649583, 0.5573659165808847, 0.3513101018415844, 2.014903204870375, 2.471844918846131]",3.6678360902771945,3.6678360902771945,3.6678360902771945,3.6678360902771945,3.6237281728057145,1.0,1.0,0.987974403330508,1.0121719718941635,1.0,0.004853666992858052,0.0014495000359602273,15,4,"[1, 2, 4, 8, 16, 32, 5, 10, 48]","[1, 2, 4, 5, 8, 10, 16, 32, 48]"
534,22206223,0.2,6,2,2,beta_bimodal,flat,0,"[0.1233161784211114, 0.007989569892017113, 0.15673195044416757, 0.2611686403466576, 0.3063145038382863, 0.34447915705776017]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.030974548933115,2.985424749037483,2.985424749037483,2.985424749037483,2.9854247490374823,0.984971896279477,1.0,0.9849718962794769,1.0000000000000002,1.0,0.004316832986660302,0.006476124981418252,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
535,22206224,0.2,6,2,2,beta_bimodal,flat,1,"[0.11133045320508671, 2.9329756441454075e-06, 0.2538884560989606, 2.8545939487432818e-05, 0.8267924238947604, 0.007957187886060924]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.7631346903584126,3.7631335148220773,3.7631335148220773,3.7631335148220773,3.7631335148220777,0.9999996876177889,1.0,0.999999687617789,0.9999999999999999,1.0,0.004366040986496955,0.006388042005710304,15,15,"[1, 2, 4, 8, 16, 32, 33, 10, 20]","[1, 2, 4, 8, 10, 16, 20, 32, 33]"
536,22206225,0.2,6,2,2,beta_bimodal,flat,2,"[0.9129894991467781, 0.07834962976023499, 0.0017498737941769797, 0.024024441369605777, 0.111060489567384, 0.07182606636182014]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.6601594954046504,3.659439148322235,3.659439148322235,3.659439148322235,3.6594391483222357,0.9998031924337396,1.0,0.9998031924337398,0.9999999999999998,1.0,0.005112166982144117,0.005664291966240853,15,15,"[1, 2, 4, 8, 16, 32, 17, 34, 12]","[1, 2, 4, 8, 12, 16, 17, 32, 34]"
537,22206230,0.2,6,2,2,beta_bimodal,log_uniform,0,"[0.006656212762328779, 0.03187966818798372, 0.03726547893080259, 0.2820530582705405, 0.7292634187780052, 0.11288216307033959]","[0.45996751752374593, 0.5396074868220113, 0.2388980378326086, 0.9227003364801596, 1.7695422865461152, 2.0692843347953596]",3.2451998513010807,3.2451998513010807,2.8703197524634843,2.8703197524634843,3.245199851301082,1.0,0.8844816602936495,1.0000000000000004,0.8844816602936492,1.0,0.005009541986510158,0.004943500040099025,15,14,"[1, 2, 4, 8, 16, 32, 33, 10, 20]","[1, 2, 4, 5, 8, 16, 18, 32, 40]"
538,22206231,0.2,6,2,2,beta_bimodal,log_uniform,1,"[0.09310526424507401, 0.4059753002342902, 0.6835396959315133, 1.1103738515648461e-05, 0.0015191162088843092, 0.015849519641722543]","[0.9511044322526276, 2.675092773602926, 1.2644846909136132, 0.5767035696511296, 0.25134146679047215, 0.28127306678923186]",3.1475021413354503,3.1212790778408506,2.6395828835702018,2.6395828835702018,3.12127907784085,0.9916686113886253,0.8456734619821746,0.9916686113886252,0.8456734619821747,1.0,0.004967916989699006,0.00532195798587054,15,15,"[1, 2, 4, 8, 16, 32, 9, 18, 36]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
539,22206232,0.2,6,2,2,beta_bimodal,log_uniform,2,"[0.00691068365322998, 0.06159424250274543, 0.13553617962247913, 0.8122713181420238, 6.635428876614059e-06, 0.18368094065064508]","[1.6831959886572774, 0.907468663800163, 0.16520040866653987, 1.4235806529971105, 0.8288949012317384, 0.9916593846471717]",3.953554465507209,3.9495192823406917,3.9028531575734653,3.9028531575734653,3.9495192823406926,0.9989793530855027,0.9881843532260033,0.9989793530855029,0.9881843532260031,1.0,0.0058156250161118805,0.00531583302654326,15,15,"[1, 2, 4, 8, 16, 32, 17, 34, 12]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
540,22206230,0.2,6,2,3,homogeneous,flat,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.0719999999999987,3.0719999999999987,3.0719999999999987,3.0719999999999987,3.071999999999999,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.032307416026014835,0.0005559170385822654,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
541,22206231,0.2,6,2,3,homogeneous,flat,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.0719999999999987,3.0719999999999987,3.0719999999999987,3.0719999999999987,3.071999999999999,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.032307416026014835,0.0005559170385822654,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
542,22206232,0.2,6,2,3,homogeneous,flat,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.0719999999999987,3.0719999999999987,3.0719999999999987,3.0719999999999987,3.071999999999999,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.032307416026014835,0.0005559170385822654,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
543,22206237,0.2,6,2,3,homogeneous,log_uniform,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.232031202451869, 0.24852670337735755, 1.435022404875078, 0.9096972122588742, 0.6108980088800368, 1.5638244681567848]",3.32860672761887,3.32860672761887,3.1245155405128417,3.1245155405128417,3.328606727618872,1.0,0.938685701313827,1.0000000000000004,0.9386857013138264,1.0,0.019713584042619914,0.028719166002701968,105,49,"[1, 2, 4, 8, 16, 32, 9, 36, 25, 38]","[1, 2, 4, 5, 8, 16, 18, 26, 32, 37]"
544,22206238,0.2,6,2,3,homogeneous,log_uniform,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.21188094749011743, 1.4283819835208589, 2.145301827390535, 1.7158663115057802, 0.2962323449382889, 0.20233658515441913]",3.7285603707294754,3.7285603707294754,3.5152467643737175,3.7285603707294754,3.7285603707294754,1.0,0.942789284563998,1.0,0.942789284563998,1.0606823988909246,0.0197969579603523,0.008440667006652802,105,16,"[1, 2, 4, 8, 16, 32, 5, 10, 21, 42]","[1, 2, 4, 8, 10, 14, 16, 32, 33, 49]"
545,22206239,0.2,6,2,3,homogeneous,log_uniform,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.24820811307324056, 1.812541492570446, 0.36672657261194014, 1.09689952550488, 0.3430715232802363, 2.1325527729592575]",3.575200302042858,3.5680844699356133,3.4507355926969248,3.5680844699356133,3.5680844699356165,0.9980096689678677,0.9671115192962889,0.9980096689678686,0.967111519296288,1.0340069165215218,0.021627624984830618,0.05722862499533221,105,105,"[1, 2, 4, 8, 16, 32, 5, 10, 21, 42]","[1, 2, 4, 8, 10, 16, 17, 21, 32, 42]"
546,22206233,0.2,6,2,3,beta_bimodal,flat,0,"[0.009784383925184166, 0.12444419284421537, 0.011706909804821967, 0.4486398099550416, 0.6031146870822631, 0.0023100163884737456]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.9091062014886493,3.8950485301120072,3.805304186263966,3.805304186263966,3.9026464883587644,0.9964038655764101,0.9769593772313125,0.9983475217103529,0.9750573611047884,1.0,0.024140457971952856,0.07808241696329787,105,105,"[1, 2, 4, 8, 16, 32, 33, 10, 37, 26]","[1, 2, 4, 5, 8, 16, 24, 26, 32, 37]"
547,22206234,0.2,6,2,3,beta_bimodal,flat,1,"[0.6495838711652793, 0.1467928658368037, 0.14205537024650844, 0.058476210543926176, 0.2030272903646615, 6.439184282109827e-05]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.913752015008164,3.8004385971860035,3.30453784611861,3.30453784611861,3.9137489146577966,0.9710473690239865,0.8695148629859253,0.9999992078316777,0.844340788889761,1.0,0.02473791700322181,0.07437691697850823,105,105,"[1, 2, 4, 8, 16, 32, 18, 40, 19, 44]","[1, 2, 4, 8, 12, 16, 17, 19, 32, 44]"
548,22206235,0.2,6,2,3,beta_bimodal,flat,2,"[0.00759012066283271, 0.05777472225732774, 0.08701636231445853, 0.1978004164187334, 0.6528863494084404, 0.1969320289382071]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.929647026677767,3.8495624776526705,3.385439171991536,3.385439171991536,3.9291383521646153,0.9796204217627142,0.8794347907442872,0.9998705546554948,0.8616238138131359,1.0,0.023839416971895844,0.06575437501305714,105,105,"[1, 2, 4, 8, 16, 32, 3, 40, 7, 56]","[1, 2, 4, 6, 7, 8, 16, 24, 32, 56]"
549,22206240,0.2,6,2,3,beta_bimodal,log_uniform,0,"[3.6316479425444447e-07, 0.00040255996419407883, 0.013762462460272653, 0.5211276122677145, 2.3267840915874363e-06, 0.6647046753589326]","[1.4706270759369744, 0.3121047212375472, 1.328653676398227, 1.0559415454714929, 0.8298202674037446, 1.002852713552014]",4.260928352356252,4.256647498494287,4.098089606503908,4.098089606503908,4.243691468933553,0.998995323669407,0.9627505232588638,0.9959546648060472,0.9656898095689705,1.0,0.022486833040602505,0.09017041599145159,105,105,"[1, 2, 4, 8, 16, 32, 17, 10, 21, 42]","[1, 2, 4, 8, 16, 20, 21, 32, 34, 42]"
550,22206241,0.2,6,2,3,beta_bimodal,log_uniform,1,"[0.07468643370525273, 0.002888459017162896, 0.037587811560162866, 0.08641017818361049, 0.9984191778883141, 7.9396454971666e-06]","[0.7717726291006825, 1.254819143648611, 0.486976316485119, 0.6708094523917411, 1.012207622620298, 1.8034148357535484]",4.727568025382334,4.701053855845467,4.238633046032232,4.238633046032232,4.683099817753413,0.9943915837076247,0.9016346495928261,0.9905938513438259,0.9050913307386215,1.0,0.029508000006899238,0.07434350001858547,105,105,"[1, 2, 4, 8, 16, 32, 34, 12, 35, 28]","[1, 2, 3, 4, 8, 16, 20, 28, 32, 35]"
551,22206242,0.2,6,2,3,beta_bimodal,log_uniform,2,"[0.002426626781895098, 0.9075803959857163, 0.004948122683405868, 0.058531710756464704, 0.2256727003284703, 0.0008404434640478781]","[0.255095395650544, 0.21861773358773234, 2.0726328989436813, 0.5054712495506618, 1.3705159090283838, 1.5776668132389964]",5.295471860888342,5.278138212026308,4.699759520392342,4.699759520392342,5.248297431456675,0.9967267036220023,0.8904199419567828,0.9910915531852617,0.8954826935347516,1.0,0.027602749993093312,0.10462491697398946,105,105,"[1, 2, 4, 8, 16, 32, 17, 36, 19, 44]","[1, 2, 3, 4, 8, 11, 16, 32, 48, 52]"
552,22206320,0.2,6,3,2,homogeneous,flat,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8400000000000016,1.0,1.0,1.0000000000000009,0.9999999999999992,1.0,0.07180191698716953,0.003997291962150484,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
553,22206321,0.2,6,3,2,homogeneous,flat,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8400000000000016,1.0,1.0,1.0000000000000009,0.9999999999999992,1.0,0.07180191698716953,0.003997291962150484,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
554,22206322,0.2,6,3,2,homogeneous,flat,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8399999999999985,3.8400000000000016,1.0,1.0,1.0000000000000009,0.9999999999999992,1.0,0.07180191698716953,0.003997291962150484,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
555,22206327,0.2,6,3,2,homogeneous,log_uniform,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.3045895320760726, 0.634761975338223, 0.5411021075115671, 1.6674962821601178, 1.4150427752476245, 1.437007327666395]",4.214607715989261,3.98980517677611,3.9697840108094775,3.9697840108094775,3.9118621046169366,0.9466611000686252,0.994981918895897,0.92816754683389,1.0148067351669117,1.0,0.07605400000466034,0.08330749999731779,15,15,"[1, 2, 4, 8, 16, 32, 5, 18, 40]","[1, 2, 4, 5, 8, 16, 18, 32, 40]"
556,22206328,0.2,6,3,2,homogeneous,log_uniform,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.3019603960978782, 1.5573665430397552, 0.8340631133976406, 0.5627279443296952, 0.3872922045289445, 2.3565897986060858]",4.302863743491327,4.18204267774368,4.18204267774368,4.18204267774368,4.025111350262171,0.9719207781258691,1.0,0.9354494100238954,1.038988071093061,1.0,0.07509141601622105,0.08724970801267773,15,15,"[1, 2, 4, 8, 16, 32, 17, 34, 12]","[1, 2, 4, 8, 12, 16, 17, 32, 34]"
557,22206329,0.2,6,3,2,homogeneous,log_uniform,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[2.243344373692007, 0.8913604400844574, 0.7356574528038456, 0.801274810375952, 0.1893945156042969, 1.138968407439441]",4.19841669216357,4.0777226098039705,4.0183935522038965,4.0183935522038965,4.07772260980397,0.9712524765383871,0.9854504429856433,0.9712524765383869,0.9854504429856435,1.0,0.06802449998212978,0.084061625006143,15,15,"[1, 2, 4, 8, 16, 32, 17, 10, 36]","[1, 2, 4, 8, 10, 16, 20, 32, 33]"
558,22206323,0.2,6,3,2,beta_bimodal,flat,0,"[0.055497951965567435, 0.006035422803092902, 0.004224278474673087, 0.17599591105439974, 0.005212604363601093, 0.9530338313386659]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.72638968456376,4.6890338800259475,4.687788772150893,4.687788772150893,4.724651909960721,0.9920963341935568,0.99973446387744,0.9996323251532317,0.9921977029181533,1.0,0.05710704199736938,0.07467787497444078,15,15,"[1, 2, 4, 8, 16, 32, 5, 18, 40]","[1, 2, 3, 4, 8, 16, 20, 32, 40]"
559,22206324,0.2,6,3,2,beta_bimodal,flat,1,"[0.21209962499517981, 0.17176016687238196, 0.0483387606836544, 0.6286605826656727, 0.13705500902806145, 0.0020858557550495903]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.290153187934527,4.125370871270703,4.125370871270703,4.125370871270703,4.216791637462967,0.9615905751041124,1.0,0.9829000160931597,0.9783198284259388,1.0,0.06090170796960592,0.08845074998680502,15,15,"[1, 2, 4, 8, 16, 32, 9, 18, 36]","[1, 2, 4, 8, 9, 16, 18, 32, 36]"
560,22206325,0.2,6,3,2,beta_bimodal,flat,2,"[0.005096921370105364, 0.05743650309119404, 0.026321308892222027, 0.14628448386153173, 0.19254409586989685, 0.77231668691505]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.483397091292055,4.366201431593671,4.355284891890261,4.355284891890261,4.455092969990895,0.9738600758951268,0.9974997626943141,0.9936869028719018,0.977596858522834,1.0,0.08279620902612805,0.09189858299214393,15,15,"[1, 2, 4, 8, 16, 32, 9, 6, 48]","[1, 2, 4, 5, 8, 10, 16, 32, 48]"
561,22206330,0.2,6,3,2,beta_bimodal,log_uniform,0,"[0.030337784302694765, 0.9655288662505095, 3.7197183030889156e-07, 0.17751472879923572, 0.005410900476498522, 0.02120734819923122]","[0.1681706496855863, 0.3455821190986011, 0.1825720452076247, 0.7430098363827926, 2.499231931670109, 2.0614334179552865]",5.454452260299263,5.442429761760119,5.422806323050287,5.422806323050287,5.438731874558239,0.9977958376083605,0.9963943606865245,0.9971178800380295,0.9970718263236235,1.0,0.0713843330158852,0.061740333039779216,15,15,"[1, 2, 4, 8, 16, 32, 5, 10, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
562,22206331,0.2,6,3,2,beta_bimodal,log_uniform,1,"[0.2813623113094019, 0.5931994747743438, 0.1449367431330287, 0.13536405596685494, 0.015824733786101493, 0.029312681030269298]","[0.34900267670466134, 1.0246562080738086, 1.7353095327845272, 1.162932953687262, 0.2606779807518982, 1.4674206479978427]",4.516782515298056,4.437009016916459,4.248249871248166,4.2871820068252875,4.370368944714467,0.9823384238423238,0.9574580207187695,0.9675845427386207,0.9720574910239578,1.009164276291894,0.05728654097765684,0.08988404099363834,15,15,"[1, 2, 4, 8, 16, 32, 3, 36, 24]","[1, 2, 4, 8, 10, 16, 17, 32, 36]"
563,22206332,0.2,6,3,2,beta_bimodal,log_uniform,2,"[0.02486351537193187, 0.0006927014583520221, 0.14635652628097687, 0.5385520997945348, 0.05159970190989483, 0.4379354551843096]","[1.863015984865309, 0.713965832796913, 0.48792099360268393, 0.8076814712441265, 1.8796494990611783, 0.2477662184297892]",5.018365017106992,5.007039654416097,4.991630858807134,4.991630858807134,4.907192717760946,0.9977432166348427,0.9969225736817616,0.9778469085116223,1.0172070154776223,1.0,0.07882616703864187,0.09933462500339374,15,15,"[1, 2, 4, 8, 16, 32, 5, 18, 40]","[1, 2, 4, 6, 8, 16, 17, 32, 40]"
564,22206330,0.2,6,3,3,homogeneous,flat,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8768639999999985,3.8399999999999985,3.5220479999999994,3.6159999999999988,3.8400000000000016,0.9904912836767037,0.9172000000000002,0.9904912836767045,0.9171999999999995,1.0266753888646605,0.40691154199885204,0.5649501250009052,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
565,22206331,0.2,6,3,3,homogeneous,flat,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8768639999999985,3.8399999999999985,3.5220479999999994,3.6159999999999988,3.8400000000000016,0.9904912836767037,0.9172000000000002,0.9904912836767045,0.9171999999999995,1.0266753888646605,0.40691154199885204,0.5649501250009052,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
566,22206332,0.2,6,3,3,homogeneous,flat,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.8768639999999985,3.8399999999999985,3.5220479999999994,3.6159999999999988,3.8400000000000016,0.9904912836767037,0.9172000000000002,0.9904912836767045,0.9171999999999995,1.0266753888646605,0.40691154199885204,0.5649501250009052,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
567,22206337,0.2,6,3,3,homogeneous,log_uniform,0,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.16542083937507146, 0.44788794262620407, 2.2667514840144714, 0.3084093540973321, 2.350279470370101, 0.46125090951681974]",4.444965581330539,4.388588710618936,4.316400710382855,4.3479388480603784,4.317009445102723,0.9873166912813917,0.9835509761802447,0.9712132447627381,0.9998589915709918,1.0073065824499703,0.3422217079787515,0.5252074580057524,105,105,"[1, 2, 4, 8, 16, 32, 9, 34, 20]","[1, 2, 4, 8, 9, 11, 16, 32, 36, 52]"
568,22206338,0.2,6,3,3,homogeneous,log_uniform,1,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[0.24458441135697334, 0.241138245721387, 0.3705278640489531, 2.1224438210017587, 0.7754462345813761, 2.245859423289552]",4.45129708442339,4.338829641424306,4.288415385768185,4.289040367000814,4.22806601855646,0.9747337818918791,0.9883806787031233,0.949850333142649,1.0142735158218579,1.0001457371024978,0.3809435000293888,0.677904124953784,105,105,"[1, 2, 4, 8, 16, 32, 3, 20, 40]","[1, 2, 3, 4, 7, 8, 16, 24, 32, 56]"
569,22206339,0.2,6,3,3,homogeneous,log_uniform,2,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","[1.6757385655551151, 0.5146545791487894, 1.2946101678687354, 0.8376717691016692, 0.8105174001662114, 0.8668075181594792]",4.074181634675714,3.9031832138791214,3.814979766935915,3.831274170691483,3.8419736157605273,0.9580287684424252,0.977402176093203,0.9430049910051029,0.9929739629877002,1.004271163872687,0.41646770801162347,0.5150700410013087,105,105,"[1, 2, 4, 8, 16, 32, 18, 36, 37, 26]","[1, 2, 4, 8, 16, 18, 26, 32, 36, 37]"
570,22206333,0.2,6,3,3,beta_bimodal,flat,0,"[0.013254655800173905, 0.5394013159483841, 0.029546973515359717, 0.5600590409508581, 0.04246690113130607, 0.01527111265391825]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.500294324426247,4.461013543490977,4.264571375566688,4.277793457009118,4.37730044101739,0.9912715084606654,0.9559646779797574,0.9726698134516928,0.9742468978381341,1.0031004479179746,0.4382519999635406,0.7333803750225343,105,105,"[1, 2, 4, 8, 16, 32, 33, 20, 35, 28]","[1, 2, 4, 8, 10, 16, 26, 32, 36, 37]"
571,22206334,0.2,6,3,3,beta_bimodal,flat,1,"[0.8112784114402312, 0.010838398161924202, 0.03723439094523008, 0.2582843838801877, 0.05826143064397891, 0.024102984928448007]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.668077755043158,4.629120228724537,4.479243530801751,4.479243530801751,4.534306455760198,0.9916544821309943,0.9676230707958774,0.9713433866566512,0.9878563732964062,1.0,0.4274422079906799,0.6850319170043804,105,105,"[1, 2, 4, 8, 16, 32, 34, 20, 21, 42]","[1, 2, 4, 8, 9, 16, 25, 32, 36, 38]"
572,22206335,0.2,6,3,3,beta_bimodal,flat,2,"[0.009003281575788244, 0.33984201694991073, 0.08660682719625515, 0.0010326022166586245, 0.7628855509559098, 0.0006297211054772638]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4.696462602450131,4.666306832964208,4.545269177045823,4.545269177045824,4.557282590674347,0.9935790461803762,0.9740613593895414,0.9703649270616624,0.997363908559652,1.0000000000000002,0.4120939589920454,0.5835721250041388,105,105,"[1, 2, 4, 8, 16, 32, 3, 40, 19, 44]","[1, 2, 4, 8, 9, 16, 18, 22, 32, 41]"
573,22206340,0.2,6,3,3,beta_bimodal,log_uniform,0,"[0.06788648525160344, 0.1360865211404627, 0.0017944388772445441, 0.008723438127665864, 0.7253974306387231, 0.26011168596430045]","[1.6422985309905116, 0.3805033000027997, 0.5840299035373526, 0.5341409657995257, 2.3929223849409724, 0.4661049147288382]",3.841894914286492,3.7874028543711504,3.2216955748227285,3.2830673048402064,3.7784970060807455,0.9858163585597547,0.8506345109563608,0.9834982711343835,0.8526394409306254,1.0190495124670043,0.35752745799254626,0.5176568749593571,105,105,"[1, 2, 4, 8, 16, 32, 34, 12, 13, 50]","[1, 2, 4, 8, 16, 20, 21, 32, 34, 42]"
574,22206341,0.2,6,3,3,beta_bimodal,log_uniform,1,"[0.8445788051590999, 0.0022862397970668633, 0.32314638535948803, 0.0015648223400282317, 0.011821934078317997, 0.016601813265998886]","[2.2003771771122063, 0.24962712604824766, 0.5921763576289922, 0.48907261142352787, 0.9158232323285027, 1.552923495458524]",3.852082370704495,3.806151887684152,3.677489785199308,3.677500454774552,3.8005726018659023,0.9880764535645319,0.9661962774262463,0.9866280718111508,0.9676146650622681,1.000002901320158,0.3626315839937888,0.5212287089671008,105,105,"[1, 2, 4, 8, 16, 32, 6, 24, 7, 56]","[1, 2, 3, 4, 7, 8, 16, 24, 32, 56]"
