model,G,B,N,kmax,inst,w_myopic,w_rollout,first_pool_diff,pred_gain_step1
counting,5,5,50,12,504,19.0,15.0,1,0.034939
counting,5,5,50,12,505,37.0,37.0,1,0.058413
counting,5,5,50,12,506,12.0,22.0,1,0.192201
counting,5,5,50,12,507,9.0,7.0,1,0.005388
counting,5,5,50,12,508,13.0,28.0,0,0.0
counting,5,5,50,12,509,20.0,13.0,1,0.684927
counting,5,5,50,12,510,9.0,11.0,1,0.149531
counting,5,5,50,12,511,20.0,22.0,1,0.056763
counting,5,5,50,12,512,30.0,19.0,1,0.389575
counting,5,5,50,12,513,36.0,43.0,1,0.13056
counting,5,5,50,12,514,27.0,29.0,1,0.227156
counting,5,5,50,12,515,17.0,18.0,1,0.071262
counting,5,5,50,12,516,21.0,17.0,1,0.203518
counting,5,5,50,12,517,17.0,23.0,1,0.11038
counting,5,5,50,12,518,26.0,23.0,1,0.000183
counting,5,5,50,12,519,23.0,20.0,1,0.217535
counting,5,5,50,12,520,26.0,34.0,1,0.291664
counting,5,5,50,12,521,24.0,23.0,1,0.096028
counting,5,5,50,12,522,15.0,22.0,1,0.297345
counting,5,5,50,12,523,22.0,25.0,1,0.178642
counting,5,5,50,12,524,30.0,34.0,1,0.148146
counting,5,5,50,12,525,19.0,19.0,0,0.0
counting,5,5,50,12,526,26.0,27.0,1,0.398187
counting,5,5,50,12,527,10.0,19.0,1,0.043993
counting,5,5,50,12,528,13.0,14.0,1,0.082554
counting,5,5,50,12,529,38.0,39.0,0,0.0
counting,5,5,50,12,530,31.0,38.0,1,0.02759
counting,5,5,50,12,531,32.0,36.0,0,0.0
counting,5,5,50,12,532,7.0,0.0,1,0.069586
counting,5,5,50,12,533,12.0,11.0,1,0.118056
counting,5,5,50,12,534,14.0,25.0,1,0.212622
counting,5,5,50,12,535,16.0,0.0,1,0.028832
counting,5,5,50,12,536,17.0,18.0,1,0.360067
counting,5,5,50,12,537,32.0,20.0,1,0.052454
counting,5,5,50,12,538,43.0,43.0,1,0.013336
counting,5,5,50,12,539,20.0,26.0,1,0.132524
counting,5,5,50,12,540,18.0,13.0,0,0.0
counting,5,5,50,12,541,20.0,13.0,1,0.186588
counting,5,5,50,12,542,15.0,19.0,1,0.464233
counting,5,5,50,12,543,14.0,14.0,0,0.0
counting,5,5,50,12,544,25.0,25.0,1,0.214032
counting,5,5,50,12,545,7.0,9.0,1,0.198045
counting,5,5,50,12,546,31.0,32.0,1,0.154562
counting,5,5,50,12,547,18.0,16.0,1,0.250564
counting,5,5,50,12,548,12.0,14.0,1,0.039574
counting,5,5,50,12,549,17.0,6.0,1,0.094609
counting,5,5,50,12,550,21.0,23.0,1,0.065356
counting,5,5,50,12,551,21.0,13.0,1,0.160625
counting,5,5,50,12,552,32.0,30.0,1,0.365877
counting,5,5,50,12,553,23.0,22.0,1,0.096025
counting,5,5,50,12,554,28.0,27.0,1,0.131668
counting,5,5,50,12,555,36.0,33.0,1,0.244841
counting,5,5,50,12,556,22.0,29.0,1,0.406949
counting,5,5,50,12,557,13.0,9.0,1,0.233629
counting,5,5,50,12,558,8.0,7.0,1,0.208603
counting,5,5,50,12,559,29.0,27.0,1,0.07073
counting,5,5,50,12,560,28.0,30.0,1,0.175786
counting,5,5,50,12,561,20.0,10.0,1,0.010507
counting,5,5,50,12,562,19.0,22.0,1,0.080933
counting,5,5,50,12,563,38.0,36.0,1,0.221437
counting,5,5,50,12,564,9.0,10.0,1,0.376978
counting,5,5,50,12,565,23.0,22.0,1,0.087876
counting,5,5,50,12,566,16.0,15.0,1,0.155595
counting,5,5,50,12,567,18.0,18.0,1,0.178748
counting,5,5,50,12,568,18.0,15.0,1,0.025532
counting,5,5,50,12,569,16.0,13.0,1,0.302821
counting,5,5,50,12,570,17.0,18.0,1,0.094172
counting,5,5,50,12,571,30.0,26.0,1,0.232166
counting,5,5,50,12,572,33.0,35.0,1,0.228185
counting,5,5,50,12,573,7.0,7.0,1,0.084295
counting,5,5,50,12,574,28.0,29.0,1,0.387864
counting,5,5,50,12,575,23.0,24.0,1,0.244791
counting,5,5,50,12,576,23.0,22.0,1,0.106417
counting,5,5,50,12,577,19.0,21.0,1,0.004969
counting,5,5,50,12,578,22.0,22.0,1,0.046374
counting,5,5,50,12,579,37.0,40.0,1,0.113184
counting,5,5,50,12,580,29.0,11.0,1,0.315803
counting,5,5,50,12,581,15.0,8.0,0,0.0
counting,5,5,50,12,582,33.0,36.0,1,0.402445
counting,5,5,50,12,583,5.0,0.0,1,0.299318
counting,5,5,50,12,584,22.0,22.0,1,0.219415
counting,5,5,50,12,585,22.0,28.0,1,0.023307
counting,5,5,50,12,586,26.0,22.0,1,0.02261
counting,5,5,50,12,587,12.0,12.0,1,0.374974
counting,5,5,50,12,588,11.0,19.0,1,0.229122
counting,5,5,50,12,589,34.0,34.0,1,1.2e-05
counting,5,5,50,12,590,22.0,23.0,1,0.034225
counting,5,5,50,12,591,25.0,28.0,1,0.0896
counting,5,5,50,12,592,22.0,23.0,1,0.330305
counting,5,5,50,12,593,27.0,35.0,1,0.316058
counting,5,5,50,12,594,33.0,35.0,1,0.14266
counting,5,5,50,12,595,29.0,23.0,1,0.073519
counting,5,5,50,12,596,26.0,30.0,1,0.177964
counting,5,5,50,12,597,15.0,15.0,1,0.050203
counting,5,5,50,12,598,16.0,0.0,1,0.134226
counting,5,5,50,12,599,26.0,26.0,1,0.012177
counting,5,5,50,12,600,18.0,20.0,1,0.244061
counting,5,5,50,12,601,26.0,28.0,1,0.130512
counting,5,5,50,12,602,8.0,8.0,1,0.018784
counting,5,5,50,12,603,24.0,27.0,1,0.163302
counting,5,5,50,12,604,20.0,10.0,1,0.100461
counting,5,5,50,12,605,21.0,21.0,1,0.13341
counting,5,5,50,12,606,9.0,10.0,0,0.0
counting,5,5,50,12,607,22.0,27.0,1,0.079354
counting,5,5,50,12,608,31.0,31.0,0,0.0
counting,5,5,50,12,609,7.0,10.0,1,0.179798
counting,5,5,50,12,610,20.0,18.0,1,0.021252
counting,5,5,50,12,611,19.0,19.0,1,0.154764
counting,5,5,50,12,612,21.0,22.0,1,0.226099
counting,5,5,50,12,613,24.0,27.0,1,0.001087
counting,5,5,50,12,614,27.0,22.0,1,0.390523
counting,5,5,50,12,615,24.0,21.0,1,0.002867
counting,5,5,50,12,616,19.0,10.0,1,0.165686
counting,5,5,50,12,617,25.0,19.0,1,0.181229
counting,5,5,50,12,618,20.0,28.0,1,0.129137
counting,5,5,50,12,619,28.0,31.0,1,0.391757
counting,5,5,50,12,620,34.0,41.0,1,0.028864
counting,5,5,50,12,621,37.0,31.0,0,0.0
counting,5,5,50,12,622,29.0,27.0,1,0.14482
counting,5,5,50,12,623,17.0,28.0,1,0.257434
counting,5,5,50,12,624,23.0,26.0,1,0.198102
counting,5,5,50,12,625,28.0,36.0,1,0.102234
counting,5,5,50,12,626,24.0,32.0,0,0.0
counting,5,5,50,12,627,27.0,22.0,0,0.0
counting,5,5,50,12,628,18.0,20.0,1,0.184874
counting,5,5,50,12,629,16.0,17.0,1,0.113966
counting,5,5,50,12,630,17.0,15.0,1,0.348416
counting,5,5,50,12,631,23.0,23.0,1,0.300427
counting,5,5,50,12,632,25.0,10.0,1,0.166867
counting,5,5,50,12,633,18.0,11.0,1,0.189431
counting,5,5,50,12,634,16.0,16.0,1,0.173342
counting,5,5,50,12,635,18.0,19.0,1,0.14179
counting,5,5,50,12,636,32.0,34.0,1,0.105647
counting,5,5,50,12,637,18.0,20.0,1,0.21419
counting,5,5,50,12,638,24.0,26.0,1,0.003087
counting,5,5,50,12,639,18.0,24.0,1,0.12412
counting,5,5,50,12,640,25.0,34.0,1,0.367597
counting,5,5,50,12,641,19.0,30.0,1,0.175898
counting,5,5,50,12,642,29.0,23.0,1,0.069715
counting,5,5,50,12,643,32.0,32.0,1,0.017435
counting,5,5,50,12,644,15.0,23.0,1,0.033012
counting,5,5,50,12,645,31.0,31.0,1,0.052862
counting,5,5,50,12,646,21.0,9.0,1,0.314855
counting,5,5,50,12,647,19.0,13.0,1,0.092815
counting,5,5,50,12,648,22.0,22.0,1,0.197369
counting,5,5,50,12,649,36.0,42.0,1,0.188121
counting,5,5,50,12,650,14.0,25.0,1,0.24846
counting,5,5,50,12,651,15.0,11.0,1,0.11708
counting,5,5,50,12,652,11.0,14.0,1,0.177899
counting,5,5,50,12,653,8.0,7.0,1,0.258837
counting,5,5,50,12,654,14.0,16.0,1,0.042485
counting,5,5,50,12,655,29.0,12.0,1,0.38015
counting,5,5,50,12,656,28.0,30.0,1,0.21617
counting,5,5,50,12,657,18.0,12.0,0,0.0
counting,5,5,50,12,658,9.0,11.0,1,0.186076
counting,5,5,50,12,659,15.0,22.0,1,0.078436
counting,5,5,50,12,660,18.0,13.0,1,0.126564
counting,5,5,50,12,661,22.0,27.0,1,0.330568
counting,5,5,50,12,662,7.0,25.0,1,0.234711
counting,5,5,50,12,663,37.0,36.0,1,0.099795
counting,5,5,50,12,664,14.0,17.0,1,0.377737
counting,5,5,50,12,665,32.0,29.0,1,0.14899
counting,5,5,50,12,666,17.0,0.0,1,0.070309
counting,5,5,50,12,667,30.0,34.0,1,0.221027
counting,5,5,50,12,668,7.0,8.0,0,0.0
counting,5,5,50,12,669,29.0,23.0,1,0.327154
counting,5,5,50,12,670,18.0,18.0,1,0.3315
counting,5,5,50,12,671,17.0,21.0,1,0.123018
counting,5,5,50,12,672,12.0,23.0,1,0.17278
counting,5,5,50,12,673,8.0,16.0,1,0.173156
counting,5,5,50,12,674,9.0,8.0,1,0.093466
counting,5,5,50,12,675,28.0,26.0,1,0.06505
counting,5,5,50,12,676,28.0,23.0,1,0.281169
counting,5,5,50,12,677,31.0,26.0,1,0.028104
counting,5,5,50,12,678,10.0,0.0,1,0.084232
counting,5,5,50,12,679,19.0,19.0,1,0.204103
counting,5,5,50,12,680,18.0,13.0,1,0.043544
counting,5,5,50,12,681,16.0,15.0,1,0.395858
counting,5,5,50,12,682,17.0,20.0,1,0.237983
counting,5,5,50,12,683,23.0,33.0,0,0.0
counting,5,5,50,12,684,0.0,5.0,1,0.042152
counting,5,5,50,12,685,20.0,22.0,1,0.116054
counting,5,5,50,12,686,24.0,25.0,1,0.280217
counting,5,5,50,12,687,38.0,36.0,1,0.308556
counting,5,5,50,12,688,21.0,28.0,1,0.122885
counting,5,5,50,12,689,15.0,9.0,1,0.052129
counting,5,5,50,12,690,11.0,26.0,1,0.421182
counting,5,5,50,12,691,22.0,21.0,1,0.365327
counting,5,5,50,12,692,40.0,41.0,1,0.104154
counting,5,5,50,12,693,11.0,11.0,1,0.212834
counting,5,5,50,12,694,31.0,33.0,1,0.130048
counting,5,5,50,12,695,19.0,19.0,1,0.059247
counting,5,5,50,12,696,23.0,21.0,1,0.11
counting,5,5,50,12,697,23.0,27.0,1,0.111546
counting,5,5,50,12,698,28.0,20.0,1,0.046052
counting,5,5,50,12,699,20.0,22.0,1,0.21266
counting,5,5,50,12,700,20.0,26.0,1,0.077577
counting,5,5,50,12,701,28.0,30.0,0,0.0
counting,5,5,50,12,702,12.0,11.0,1,0.193132
counting,5,5,50,12,703,22.0,22.0,1,0.112523
counting,5,5,50,12,704,25.0,19.0,1,0.107498
counting,5,5,50,12,705,25.0,23.0,1,0.096954
counting,5,5,50,12,706,29.0,20.0,1,0.1252
counting,5,5,50,12,707,10.0,15.0,1,0.061927
counting,5,5,50,12,708,21.0,22.0,1,0.241066
counting,5,5,50,12,709,31.0,32.0,1,0.126893
counting,5,5,50,12,710,35.0,33.0,1,0.168106
counting,5,5,50,12,711,19.0,27.0,1,0.100218
counting,5,5,50,12,712,22.0,23.0,1,0.248766
counting,5,5,50,12,713,30.0,33.0,1,0.350178
counting,5,5,50,12,714,21.0,26.0,1,0.183562
counting,5,5,50,12,715,16.0,8.0,1,0.091659
counting,5,5,50,12,716,30.0,31.0,1,0.161516
counting,5,5,50,12,717,28.0,31.0,1,0.152054
counting,5,5,50,12,718,9.0,12.0,1,0.340985
counting,5,5,50,12,719,20.0,20.0,1,0.198489
counting,5,5,50,12,720,25.0,12.0,1,0.564112
counting,5,5,50,12,721,18.0,18.0,0,0.0
counting,5,5,50,12,722,29.0,32.0,1,0.328428
counting,5,5,50,12,723,26.0,30.0,1,0.151423
counting,5,5,50,12,724,22.0,25.0,1,0.171045
counting,5,5,50,12,725,21.0,22.0,1,0.072851
counting,5,5,50,12,726,22.0,20.0,1,0.302108
counting,5,5,50,12,727,27.0,31.0,1,0.180585
counting,5,5,50,12,728,23.0,13.0,1,0.177774
counting,5,5,50,12,729,12.0,14.0,1,0.326637
counting,5,5,50,12,730,31.0,34.0,1,0.046313
counting,5,5,50,12,731,16.0,26.0,1,0.077449
counting,5,5,50,12,732,17.0,12.0,1,0.256181
counting,5,5,50,12,733,19.0,19.0,1,0.275846
counting,5,5,50,12,734,34.0,36.0,1,0.245827
counting,5,5,50,12,735,12.0,9.0,1,0.013288
counting,5,5,50,12,736,17.0,21.0,0,0.0
counting,5,5,50,12,737,7.0,6.0,1,0.019656
counting,5,5,50,12,738,33.0,33.0,1,0.210762
counting,5,5,50,12,739,9.0,11.0,1,0.211612
counting,5,5,50,12,740,12.0,0.0,1,0.324353
counting,5,5,50,12,741,35.0,40.0,1,0.295612
counting,5,5,50,12,742,11.0,18.0,1,0.292295
counting,5,5,50,12,743,6.0,0.0,1,0.0295
counting,5,5,50,12,744,12.0,23.0,1,0.06055
counting,5,5,50,12,745,27.0,29.0,1,0.551015
counting,5,5,50,12,746,11.0,11.0,1,0.009895
counting,5,5,50,12,747,10.0,19.0,1,0.20612
counting,5,5,50,12,748,27.0,30.0,1,0.028797
counting,5,5,50,12,749,39.0,39.0,1,0.134469
counting,5,5,50,12,750,22.0,26.0,1,0.034281
counting,5,5,50,12,751,28.0,29.0,1,0.033818
counting,5,5,50,12,752,34.0,30.0,1,0.241556
counting,5,5,50,12,753,9.0,10.0,1,0.353632
counting,5,5,50,12,754,25.0,26.0,1,0.022899
counting,5,5,50,12,755,30.0,30.0,1,0.109471
counting,5,5,50,12,756,30.0,25.0,1,0.083822
counting,5,5,50,12,757,18.0,24.0,1,0.066052
counting,5,5,50,12,758,12.0,18.0,1,0.26105
counting,5,5,50,12,759,28.0,28.0,1,0.039695
counting,5,5,50,12,760,30.0,30.0,1,0.130644
counting,5,5,50,12,761,10.0,23.0,1,0.163966
counting,5,5,50,12,762,30.0,28.0,1,0.077742
counting,5,5,50,12,763,14.0,19.0,1,0.142337
counting,5,5,50,12,764,21.0,21.0,1,0.39982
counting,5,5,50,12,765,18.0,24.0,1,0.355151
counting,5,5,50,12,766,18.0,20.0,0,0.0
counting,5,5,50,12,767,28.0,29.0,1,0.159952
counting,5,5,50,12,768,19.0,30.0,1,0.064022
counting,5,5,50,12,769,18.0,11.0,1,0.040098
counting,5,5,50,12,770,24.0,24.0,1,0.14076
counting,5,5,50,12,771,18.0,0.0,1,0.357803
counting,5,5,50,12,772,22.0,22.0,1,0.159215
counting,5,5,50,12,773,29.0,26.0,1,0.230102
counting,5,5,50,12,774,19.0,14.0,1,0.575364
counting,5,5,50,12,775,31.0,32.0,1,0.091648
counting,5,5,50,12,776,20.0,28.0,1,0.115645
counting,5,5,50,12,777,24.0,25.0,1,0.15524
counting,5,5,50,12,778,26.0,22.0,1,0.161052
counting,5,5,50,12,779,9.0,10.0,1,0.226539
counting,5,5,50,12,780,24.0,25.0,1,0.03954
counting,5,5,50,12,781,21.0,20.0,1,0.142231
counting,5,5,50,12,782,25.0,28.0,1,0.047007
counting,5,5,50,12,783,19.0,21.0,1,0.193383
counting,5,5,50,12,784,22.0,20.0,1,0.11106
counting,5,5,50,12,785,23.0,12.0,1,0.171177
counting,5,5,50,12,786,12.0,28.0,1,0.123737
counting,5,5,50,12,787,14.0,15.0,1,0.343654
counting,5,5,50,12,788,22.0,30.0,1,0.083613
counting,5,5,50,12,789,25.0,13.0,1,0.340603
counting,5,5,50,12,790,28.0,28.0,1,0.147845
counting,5,5,50,12,791,29.0,24.0,1,0.109557
counting,5,5,50,12,792,23.0,19.0,1,0.133934
counting,5,5,50,12,793,18.0,18.0,1,0.066322
counting,5,5,50,12,794,30.0,23.0,1,0.140245
counting,5,5,50,12,795,31.0,33.0,0,0.0
counting,5,5,50,12,796,19.0,20.0,1,0.001135
counting,5,5,50,12,797,16.0,17.0,1,0.288552
counting,5,5,50,12,798,22.0,19.0,1,0.101171
counting,5,5,50,12,799,19.0,12.0,1,0.105758
counting,5,5,50,12,800,10.0,11.0,1,0.177024
counting,5,5,50,12,801,22.0,22.0,1,0.19072
counting,5,5,50,12,802,23.0,16.0,1,0.048661
counting,5,5,50,12,803,16.0,20.0,1,0.092458
counting,5,5,50,12,804,9.0,9.0,0,0.0
counting,5,5,50,12,805,27.0,26.0,1,0.092432
counting,5,5,50,12,806,12.0,20.0,1,0.122299
counting,5,5,50,12,807,27.0,20.0,1,0.035819
counting,5,5,50,12,808,28.0,30.0,1,0.358955
counting,5,5,50,12,809,23.0,9.0,1,0.060223
counting,5,5,50,12,810,19.0,12.0,1,0.229093
counting,5,5,50,12,811,24.0,14.0,1,0.110598
counting,5,5,50,12,812,18.0,17.0,1,0.346622
counting,5,5,50,12,813,6.0,5.0,1,0.21206
counting,5,5,50,12,814,25.0,28.0,1,0.23352
counting,5,5,50,12,815,24.0,26.0,1,0.146276
counting,5,5,50,12,816,19.0,14.0,1,0.385363
counting,5,5,50,12,817,24.0,32.0,0,0.0
counting,5,5,50,12,818,8.0,11.0,1,0.114176
counting,5,5,50,12,819,19.0,17.0,1,0.032798
counting,5,5,50,12,820,24.0,24.0,1,0.168368
counting,5,5,50,12,821,24.0,25.0,1,0.051394
counting,5,5,50,12,822,36.0,37.0,1,0.024292
counting,5,5,50,12,823,20.0,21.0,1,0.067137
counting,5,5,50,12,824,19.0,18.0,1,0.550667
counting,5,5,50,12,825,14.0,23.0,1,0.364276
counting,5,5,50,12,826,17.0,17.0,1,0.060016
counting,5,5,50,12,827,28.0,27.0,1,0.350118
counting,5,5,50,12,828,29.0,30.0,1,0.170744
counting,5,5,50,12,829,17.0,19.0,0,0.0
counting,5,5,50,12,830,26.0,23.0,1,0.107123
counting,5,5,50,12,831,16.0,15.0,1,0.164147
counting,5,5,50,12,832,10.0,18.0,1,0.208833
counting,5,5,50,12,833,18.0,17.0,1,0.08099
counting,5,5,50,12,834,10.0,23.0,1,0.02745
counting,5,5,50,12,835,29.0,23.0,1,0.010705
counting,5,5,50,12,836,15.0,9.0,1,0.091947
counting,5,5,50,12,837,16.0,17.0,1,0.04467
counting,5,5,50,12,838,8.0,0.0,1,0.051516
counting,5,5,50,12,839,21.0,15.0,1,0.038808
counting,5,5,50,12,840,19.0,12.0,1,0.079807
counting,5,5,50,12,841,25.0,26.0,1,0.06987
counting,5,5,50,12,842,16.0,15.0,1,0.059057
counting,5,5,50,12,843,32.0,28.0,1,0.086144
counting,5,5,50,12,844,10.0,24.0,1,0.119808
counting,5,5,50,12,845,23.0,18.0,1,0.023225
counting,5,5,50,12,846,20.0,21.0,1,0.045281
counting,5,5,50,12,847,19.0,19.0,1,0.097342
counting,5,5,50,12,848,18.0,19.0,0,0.0
counting,5,5,50,12,849,32.0,32.0,1,0.268726
counting,5,5,50,12,850,36.0,38.0,1,0.161758
counting,5,5,50,12,851,13.0,15.0,1,0.16419
counting,5,5,50,12,852,7.0,0.0,1,0.075069
counting,5,5,50,12,853,17.0,19.0,1,0.082331
counting,5,5,50,12,854,31.0,39.0,1,0.09582
counting,5,5,50,12,855,20.0,23.0,1,0.034814
counting,5,5,50,12,856,18.0,14.0,1,0.100206
counting,5,5,50,12,857,12.0,26.0,1,0.182371
counting,5,5,50,12,858,19.0,21.0,1,0.007109
counting,5,5,50,12,859,26.0,26.0,0,0.0
counting,5,5,50,12,860,40.0,38.0,1,0.040796
counting,5,5,50,12,861,12.0,11.0,1,0.189631
counting,5,5,50,12,862,17.0,21.0,1,0.106998
counting,5,5,50,12,863,29.0,28.0,1,0.07791
counting,5,5,50,12,864,24.0,31.0,1,0.090265
counting,5,5,50,12,865,14.0,0.0,1,0.051165
counting,5,5,50,12,866,18.0,13.0,0,0.0
counting,5,5,50,12,867,25.0,28.0,1,0.235629
counting,5,5,50,12,868,21.0,22.0,1,0.014462
counting,5,5,50,12,869,17.0,0.0,1,0.357428
counting,5,5,50,12,870,37.0,33.0,1,0.317324
counting,5,5,50,12,871,25.0,25.0,1,0.045327
counting,5,5,50,12,872,26.0,26.0,1,0.266045
counting,5,5,50,12,873,41.0,38.0,1,0.117407
counting,5,5,50,12,874,10.0,12.0,1,0.292448
counting,5,5,50,12,875,23.0,19.0,1,0.052506
counting,5,5,50,12,876,17.0,20.0,1,0.072216
counting,5,5,50,12,877,22.0,13.0,1,0.085118
counting,5,5,50,12,878,18.0,8.0,1,0.073627
counting,5,5,50,12,879,27.0,28.0,1,0.117055
counting,5,5,50,12,880,11.0,13.0,1,0.243688
counting,5,5,50,12,881,28.0,31.0,1,0.202248
counting,5,5,50,12,882,27.0,22.0,1,0.196787
counting,5,5,50,12,883,20.0,19.0,1,0.262168
counting,5,5,50,12,884,23.0,28.0,1,0.126082
counting,5,5,50,12,885,22.0,24.0,1,0.020184
counting,5,5,50,12,886,8.0,0.0,1,0.11676
counting,5,5,50,12,887,37.0,40.0,1,0.108043
counting,5,5,50,12,888,26.0,10.0,1,0.017666
counting,5,5,50,12,889,22.0,19.0,1,0.273891
counting,5,5,50,12,890,19.0,19.0,1,0.0549
counting,5,5,50,12,891,30.0,27.0,1,0.307965
counting,5,5,50,12,892,26.0,23.0,1,0.106725
counting,5,5,50,12,893,26.0,31.0,0,0.0
counting,5,5,50,12,894,13.0,8.0,1,0.022169
counting,5,5,50,12,895,27.0,34.0,1,0.087046
counting,5,5,50,12,896,28.0,32.0,1,0.550032
counting,5,5,50,12,897,18.0,21.0,1,0.042463
counting,5,5,50,12,898,28.0,28.0,1,0.310531
counting,5,5,50,12,899,25.0,17.0,1,0.115793
counting,5,5,50,12,900,22.0,19.0,1,0.063959
counting,5,5,50,12,901,9.0,8.0,1,0.167039
counting,5,5,50,12,902,23.0,26.0,1,0.007522
counting,5,5,50,12,903,26.0,28.0,1,0.189771
counting,5,5,50,12,904,19.0,20.0,0,0.0
counting,5,5,50,12,905,6.0,0.0,1,0.041272
counting,5,5,50,12,906,23.0,23.0,1,0.175555
counting,5,5,50,12,907,18.0,21.0,1,0.341338
counting,5,5,50,12,908,30.0,33.0,1,0.063122
counting,5,5,50,12,909,16.0,17.0,1,0.23656
counting,5,5,50,12,910,31.0,34.0,1,0.276515
counting,5,5,50,12,911,19.0,30.0,1,0.076411
counting,5,5,50,12,912,9.0,9.0,1,0.189487
counting,5,5,50,12,913,8.0,0.0,1,0.070254
counting,5,5,50,12,914,24.0,24.0,1,0.282346
counting,5,5,50,12,915,18.0,21.0,1,0.234473
counting,5,5,50,12,916,11.0,10.0,1,0.420558
counting,5,5,50,12,917,6.0,21.0,1,0.158068
counting,5,5,50,12,918,20.0,23.0,1,0.066074
counting,5,5,50,12,919,19.0,19.0,1,0.023456
counting,5,5,50,12,920,29.0,30.0,1,0.274281
counting,5,5,50,12,921,30.0,31.0,1,0.290434
counting,5,5,50,12,922,12.0,11.0,1,0.101291
counting,5,5,50,12,923,25.0,22.0,1,0.077794
counting,5,5,50,12,924,22.0,13.0,1,0.079845
counting,5,5,50,12,925,27.0,25.0,1,0.059676
counting,5,5,50,12,926,34.0,39.0,1,0.009762
counting,5,5,50,12,927,19.0,14.0,1,0.194891
counting,5,5,50,12,928,32.0,32.0,1,0.005956
counting,5,5,50,12,929,18.0,18.0,1,0.132899
counting,5,5,50,12,930,24.0,12.0,1,0.297249
counting,5,5,50,12,931,26.0,23.0,1,0.036685
counting,5,5,50,12,932,27.0,27.0,1,0.005082
counting,5,5,50,12,933,31.0,24.0,1,0.101289
counting,5,5,50,12,934,34.0,32.0,1,0.03495
counting,5,5,50,12,935,17.0,20.0,1,0.258789
counting,5,5,50,12,936,20.0,20.0,1,0.091581
counting,5,5,50,12,937,37.0,34.0,1,0.410986
counting,5,5,50,12,938,27.0,25.0,1,0.164191
counting,5,5,50,12,939,28.0,22.0,1,0.050068
counting,5,5,50,12,940,33.0,24.0,1,0.23481
counting,5,5,50,12,941,19.0,11.0,1,0.245375
counting,5,5,50,12,942,7.0,0.0,1,0.040089
counting,5,5,50,12,943,23.0,23.0,1,0.121233
counting,5,5,50,12,944,6.0,6.0,1,0.060453
counting,5,5,50,12,945,26.0,21.0,1,0.162762
counting,5,5,50,12,946,20.0,20.0,0,0.0
counting,5,5,50,12,947,19.0,19.0,1,0.294443
counting,5,5,50,12,948,28.0,27.0,1,0.534118
counting,5,5,50,12,949,22.0,21.0,1,0.072268
counting,5,5,50,12,950,25.0,20.0,1,0.284503
counting,5,5,50,12,951,24.0,18.0,1,0.238963
counting,5,5,50,12,952,13.0,12.0,1,0.04023
counting,5,5,50,12,953,22.0,13.0,1,0.158552
counting,5,5,50,12,954,15.0,0.0,1,0.187065
counting,5,5,50,12,955,11.0,11.0,1,0.161473
counting,5,5,50,12,956,8.0,8.0,1,0.324919
counting,5,5,50,12,957,8.0,12.0,1,0.333713
counting,5,5,50,12,958,6.0,17.0,1,0.358525
counting,5,5,50,12,959,37.0,38.0,1,0.07147
counting,5,5,50,12,960,33.0,37.0,1,0.209206
counting,5,5,50,12,961,11.0,13.0,1,0.226712
counting,5,5,50,12,962,24.0,27.0,1,0.112752
counting,5,5,50,12,963,12.0,20.0,1,0.125872
counting,5,5,50,12,964,17.0,21.0,1,0.394468
counting,5,5,50,12,965,29.0,19.0,1,0.335371
counting,5,5,50,12,966,31.0,31.0,1,0.013334
counting,5,5,50,12,967,19.0,23.0,1,0.043509
counting,5,5,50,12,968,21.0,31.0,1,0.287188
counting,5,5,50,12,969,25.0,27.0,1,0.333398
counting,5,5,50,12,970,31.0,30.0,1,0.105679
counting,5,5,50,12,971,28.0,31.0,1,0.123612
counting,5,5,50,12,972,33.0,33.0,1,0.119425
counting,5,5,50,12,973,38.0,41.0,1,0.066184
counting,5,5,50,12,974,30.0,37.0,1,0.138947
counting,5,5,50,12,975,25.0,26.0,1,0.136865
counting,5,5,50,12,976,24.0,32.0,1,0.096625
counting,5,5,50,12,977,16.0,0.0,1,0.297725
counting,5,5,50,12,978,21.0,21.0,1,0.360415
counting,5,5,50,12,979,30.0,30.0,1,0.095057
counting,5,5,50,12,980,18.0,21.0,1,0.105468
counting,5,5,50,12,981,31.0,32.0,1,0.249677
counting,5,5,50,12,982,25.0,15.0,0,0.0
counting,5,5,50,12,983,29.0,22.0,1,0.120348
counting,5,5,50,12,984,21.0,19.0,1,0.077732
counting,5,5,50,12,985,17.0,20.0,1,0.247267
counting,5,5,50,12,986,15.0,16.0,1,0.075095
counting,5,5,50,12,987,7.0,10.0,1,0.366583
counting,5,5,50,12,988,31.0,32.0,1,0.116543
counting,5,5,50,12,989,24.0,20.0,1,0.189538
counting,5,5,50,12,990,11.0,12.0,1,0.181975
counting,5,5,50,12,991,18.0,18.0,1,0.010824
counting,5,5,50,12,992,24.0,18.0,1,0.329709
counting,5,5,50,12,993,12.0,13.0,1,0.30972
counting,5,5,50,12,994,24.0,26.0,1,0.111216
counting,5,5,50,12,995,5.0,16.0,1,0.09093
counting,5,5,50,12,996,28.0,31.0,1,0.265244
counting,5,5,50,12,997,20.0,23.0,1,0.016803
counting,5,5,50,12,998,8.0,17.0,1,0.189249
counting,5,5,50,12,999,9.0,14.0,1,0.153214
counting,3,5,50,12,0,26.0,19.0,1,0.053763
counting,3,5,50,12,1,23.0,24.0,0,0.0
counting,3,5,50,12,2,23.0,23.0,1,0.089019
